artist,album,title,duration,playcount,rating,rating_interpretation
"The Cult","Layer Cake OST","She Sells Sanctuary","4:13","10","4",""
"Veruca Salt","Blow It Out Your Ass, It's Veruca Salt","Shimmer Like a Girl","4:03","6","4",""
"Veruca Salt","Blow It Out Your Ass, It's Veruca Salt","Shimmer Like A Girl","4:03","9","4",""
"L7","Bricks Are Heavy","Shitlist","2:49","20","4",""
"Tegan And Sara","Heartthrob","Shock To Your System","3:36","16","4",""
"Tiga","Ciao!","Shoes","3:48","21","5","thumbs-up"
"SHINING WIZADO","SHINING WIZADO: Championship Edition","Shoot Promo Theme","0:57","24","4",""
"Cake","Comfort Eagle","Short Skirt Long Jacket","3:25","17","5","thumbs-up"
"The Clash","The Essential Clash (Disc 2)","Should I Stay or Should I Go","3:09","14","4",""
"Steve Angello & Laidback Luke (feat. Robin S)","Breakdown 2009: Very Best of Euphoric Dance","Show Me Love [Dub Mix Extended]","4:02","17","4",""
"Gemini Club","Here We Sit","Show My Hands","5:13","7","4",""
"Mindless Self Indulgence","You'll Rebel To Anything","Shut Me Up","2:49","13","4",""
"Brand New","Deja Entendu","Sic Transit Gloria… Glory Fades","3:07","16","5","thumbs-up"
"Akira Yamaoka","Silent Hill (The Movie) OST","Silent Hill","2:51","10","4",""
"Cat Power","Sun","Silent Machine","4:01","1","4",""
"Browska","Browska","Silver Glitter","4:09","27","4",""
"SHINING WIZADO","REMATCH","Sin Cara Theme","2:47","18","4",""
"SHINING WIZADO","SHINING WIZADO: Championship Edition","Sin Cara Theme (Indie Rock)","1:24","28","4",""
"Muse","Absolution","Sing For Absolution","4:55","19","5","thumbs-up"
"Fountains of Wayne","100 Hits: Rock (Disc 5)","Sink To The Bottom","3:13","28","5","thumbs-up"
"Black Rebel Motorcycle Club","Take Them On, On Your Own","Six Barrel Shotgun","3:06","32","5","thumbs-up"
"The Indelicates","American Demo","Sixteen","3:14","10","4",""
"Pendulum","Hold Your Colour","Slam","5:48","22","5","thumbs-up"
"Kill Paris","Saints Row IV - K12 97.6","Slap Me","3:17","5","4",""
"Neil Patrick Harris","Dr. Horrible's Sing-Along Blog OST","Slipping","2:06","9","4",""
"Velvet Revolver","Contraband","Slither","4:09","12","4",""
"Finger Eleven","The Punisher OST","Slow Chemical","3:42","9","4",""
"Todd Rundgren","Scrubs Season 3 OST","Slut","4:05","24","5","thumbs-up"
"Prodigy","The Fat Of The Land Expanded Edition","Smack My Bitch Up (Major Lazer Remix)","5:06","8","4",""
"Nirvana","Nirvana","Smells Like Teen Spirit","5:01","20","5","thumbs-up"
"Cobra Starship","¡Viva La Cobra!","Smile For The Paparazzi","3:22","7","4",""
"Cody Rhodes","WWE","Smoke And Mirrors","3:07","54","4",""
"TV TV/Cody Rhodes","WWE","Smoke & Mirrors","3:21","20","4",""
"Reel Big Fish","Turn The Radio Off","Snoop Dog, Baby","3:27","6","4",""
"Breaking Benjamin","We Are Not Alone","So Cold","4:35","15","4",""
"The National","Dark Was The Night","So Far Around The Bend","3:43","19","5","thumbs-up"
"Tegan & Sara","The Con","Soil, Soil","1:23","6","4",""
"Three 6 Mafia/Mark Henry","WWE","Some Bodies Gonna Get It [Intro Cut]","2:57","28","4",""
"Gotye (TheFatRat)","YouTube","Somebody That I Used To Know (TheFatRat Remix)","4:36","14","4",""
"Adele","21","Someone Like You","4:46","11","4",""
"Rammstein","Mutter","Sonne","4:33","25","4",""
"Collie Buddz/Kofi Kingston","WWE","S.O.S. [WWE Edit]","6:21","17","4",""
"Sonic Boom Six","Arcade Perfect","Sound of a Revolution","3:12","16","4",""
"KRS ONE","Return of the Boom Bap","Sound Of Da Police","4:19","48","5","thumbs-up"
"Monster Magnet","Powertrip","Space Lord","5:56","9","4",""
"Placebo","Black Market Music","Special K","3:52","22","4",""
"The Shield","WWE","Special Op","2:53","1","4",""
"Florence + The Machine","Ceremonials","Spectrum","5:12","2","4",""
"Michael Jackson","Remix","Speed Demon [Nero Remix]","4:09","20","4",""
"Fountains of Wayne","Welcome Interstate Managers","Stacy's Mom","3:19","18","5","thumbs-up"
"Adam And The Ants","Stand And Deliver: The Very Best Of","Stand And Deliver","3:35","11","4",""
"Flobots","Fight With Tools","Stand Up","4:40","11","4",""
"Fozzy","Fozzy","Stand Up And Shout","3:40","13","4",""
"Jack Off Jill","Clear Hearts Grey Flowers","Star No Star","4:22","9","5","thumbs-up"
"The Offspring","Americana","Staring At The Sun","2:13","4","4",""
"Muse","Black Holes & Revelations","Starlight","4:00","16","4",""
"Paige","WWE","Stars In the Night","2:55","20","5","thumbs-up"
"3OH!3","Want","Starstrukk (feat. Katy Perry)","3:23","27","5","thumbs-up"
"Drake","Started from the Bottom [Single]","Started from the Bottom","2:53","14","5","thumbs-up"
"Fozzy","Fozzy","Stay Hungry","2:57","18","4",""
"The Raconteurs","100 Hits: Indie [Disc 2]","Steady, As She Goes","3:36","5","4",""
"The Belligerents","She Calls The Shots","Steal Money","3:21","9","4",""
"Dr. Dre/Snoop Dogg","Scrubs Season 4 OST","Still D.R.E.","4:32","16","4",""
"Trapt","Trapt","Still Frame","4:33","8","4",""
"Paramore","Paramore","Still Into You","3:36","36","5","thumbs-up"
"Sum 41","Does This Look Infected?","Still Waiting","2:38","18","4",""
"Sting","wCw - The Music of WCW","Sting","1:17","8","4",""
"George S. Clinton","Ready To Rumble OST","Sting Theme","2:39","20","4",""
"Muse","Absolution","Stockholm Syndrome","4:57","17","4",""
"NOFX","High Voltage! - A Brief History of Rock","Straight Edge","2:12","2","4",""
"Mr. B The Gentleman Rhymer","Flattery Not Included","Straight Out Of Surrey","2:57","36","5","thumbs-up"
"Mindless Self Indulgence","You'll Rebel To Anything","Straight To Video","3:44","5","4",""
"Florence + The Machine","Ceremonials","Strangeness And Charm","5:17","7","4",""
"Jack Off Jill","Clear Hearts Grey Flowers","Strawberry Gashes","3:44","41","5","thumbs-up"
"KISS","Kiss","Strutter","3:11","8","4",""
"Cold","Year of the Spider","Stupid Girl","3:08","5","4",""
"Anamanaguchi","Scott Pilgrim vs. The World: The Game OST","Suburban Tram","2:44","21","4",""
"The Postal Service","Give Up","Such Great Heights","4:27","22","5","thumbs-up"
"The Postal Service","Digital Bang: Sub Pop’s Amazon Sampler","Such Great Heights","4:29","27","5","thumbs-up"
"Crystal Castles","(II) remixes","Suffocation [HEALTH Remix]","3:28","18","4",""
"Minus the Bear","Omni","Summer Angel","4:45","6","4",""
"The Lovin' Spoonful","Platinum & Gold Collection","Summer In The City","2:40","10","4",""
"Innerpartysystem","Innerpartysystem Mixtape: Summertime In Gameland- Summer 2009","Summertime In Gameland- Summer 2009","29:38","9","5","thumbs-up"
"Sage Francis","Punk O Rama Vol. 10","Sun vs Moon","3:29","23","5","thumbs-up"
"Cream","Rock Monsters (Disc 1)","Sunshine Of Your Love","4:09","10","4",""
"Rob Zombie","Past, Present & Future","Superbeast","3:40","27","4",""
"Lazlo Bane","Scrubs OST Vol. 1","Superman","3:39","12","4",""
"Muse","Black Holes & Revelations","Supermassive Black Hole","3:33","16","5","thumbs-up"
"Groove Armada","The Best Of","Superstylin","6:02","2","4",""
"Peter Griffin/Skrillex","Remix","Surfin Bird Bangganf.mp3","4:59","18","4",""
"Emilie Autumn","Opheliac","Swallow","6:15","35","5","thumbs-up"
"Marilyn Manson","Lest We Forget","Sweet Dreams (are made of this)","4:52","7","4",""
"The Rolling Stones","Forty Licks","Sympathy For The Devil","6:18","24","5","thumbs-up"
"Megadeth","Greatest Hits - Back to the Start","Symphony of Destruction","4:07","13","4",""
"Nero","Syndicate OST","Syndicate [Nero Remix]","4:05","22","4",""
"Skrillex","Syndicate OST","Syndicate [Skrillex Remix] (ver 2)","2:30","34","4",""
"A.F.I.","Sing the Sorrow","Synesthesia","3:31","4","4",""
"Emilie Autumn","Laced/Unlaced - Unlaced","Syringe","3:23","14","4",""
"lobsterdust","lobsterdust.com","Tainted Jesus (Soft Cell vs. Depeche Mode)","2:41","28","5","thumbs-up"
"Soft Cell","RTL Ultimative Chart Show","Tainted Love","2:41","20","4",""
"Muse","Black Holes & Revelations","Take A Bow","4:36","5","4",""
"Beer Money","TNA - Emergence","Take A Fall","2:41","8","4",""
"The Donnas","100 Hits: Rock (Disc 5)","Take It Off","2:40","18","5","thumbs-up"
"Chase & Status","More Than Alot","Take Me Away","4:27","13","4",""
"Stephie Coplan & the Pedestrians","Stephie Coplan & The Pedestrians EP","Take Me Back to the Suburbs","3:34","25","5","thumbs-up"
"A-Ha","Scrubs Season 4 OST","Take On Me","3:47","12","4",""
"Wiley","Take That [EP]","Take That (feat. Chew Fu)","3:33","14","4",""
"Poison","Look What the Cat Dragged In","Talk Dirty to Me","3:44","12","4",""
"Regatta 69","Metalliska","Talk Dirty to Me","3:49","16","4",""
"The Romantics","Saints Row IV - The Mix 107.77","Talking In Your Sleep","3:55","39","4",""
"The Roots And BT","Blade II OST","Tao Of The Machine","3:19","3","4",""
"Pendulum","Hold Your Colour","Tarantula (Pendulum Vs. Fresh Ft. Spyda & Tenor Fly)","5:34","19","5","thumbs-up"
"Massive Attack","Mezzanine","Teardrop","5:31","4","4",""
"SHINING WIZADO","SHINING WIZADO: Championship Edition","TEDDEH","1:22","25","4",""
"Alphabeat","Alphamonstermash","Telephone/Bad Romance [AlphaMonsterMash]","4:26","12","4",""
"Del Amitri","Hatful of Rain: The Best of Del Amitri","Tell Her This","3:12","14","4",""
"KEVIN VICTOR","GANGNAM HYPE","TEMPA T - GANGNAM HYPE (강남스타일) KEVKARE REMIX","3:28","26","5","thumbs-up"
"Andrew Hale","L.A. Noire OST","Temptation, Pt. 2","2:13","5","4",""
"Kele","The Boxer","Tenderoni","4:31","23","4",""
"Caspa","FabricLive.37","The Terminator","2:28","8","4",""
"Rage Against The Machine","The Battle Of Los Angeles","Testify","3:31","18","4",""
"Paramore","Riot!","That's What You Get","3:41","23","4",""
"Less Than Jake","Anthem","That's Why They Call It A Union","3:04","12","4",""
"Less Than Jake","Anthem","That's Why They Call It A Union","3:04","13","4",""
"Metallica","Master of Puppets","The Thing That Should Not Be","6:37","13","4",""
"Ol' Dirty Bastard & Black Keith","Blade: Trinity OST","Thirsty","4:05","13","4",""
"Killswitch Engage/CM Punk","WWE - Wreckless Intent","This Fire Burns","3:10","36","5","thumbs-up"
"Harry Slash and the Slashtones","Freedom Of Speech","This Is Extreme Y2K (Vocal Mix)","2:32","13","4",""
"BSOD","At Play: 10 Full Length DJ Friendly Unmixed Tracks","This Is The Hook","5:58","7","4",""
"Marilyn Manson","Lest We Forget","This is the New Shit","4:21","13","4",""
"Bloc Party","Silent Alarm","This Modern Love","4:26","45","5","thumbs-up"
"Placebo","Sleeping With Ghosts","This Picture","3:35","15","4",""
"Slam Jam","WWE","Thorn In Your Eye + We're All Together Now","1:36","21","4",""
"Bob Marley","Legend","Three Little Birds","3:01","14","4",""
"The Lonely Island","Turtleneck & Chain","Threw It On The Ground","2:39","37","4",""
"White Zombie","Past, Present & Future","Thunder Kiss '65","3:55","18","4",""
"Yeah Yeah Yeahs","Fever To Tell","Tick","1:50","15","4",""
"Atomship","The Punisher OST","Time For People","3:47","6","4",""
"Muse","Absolution","Time Is Running Out","3:56","23","5","thumbs-up"
"MGMT","Oracular Spectacular","Time To Pretend","4:21","33","5","thumbs-up"
"Rocky Horror Picture Show","The Rocky Horror Picture Show","The Time Warp","3:20","20","4",""
"Clockwork","Saints Row IV - Mad Decent 106.9","Titan","5:15","5","4",""
"Clockwork","Titan Remix EP","Titan (Congorock Safari Edit)","6:31","5","4",""
"AC/DC","High Voltage","T.N.T.","3:35","16","4",""
"Fozzy","Happenstance","To Kill a Stranger","4:00","23","5","thumbs-up"
"Ice Cube","The Predator","Today Was A Good Day","4:20","33","5","thumbs-up"
"Alex Clare","Too Close - Single","Too Close","4:14","9","4",""
"Stan Bush","ROH","The Touch [HUSS Intro]","4:09","7","4",""
"AC/DC","Highway to Hell","Touch Too Much","4:26","10","4",""
"Keiji Mutoh","AJPW","Trans Magic","3:57","23","4",""
"Souidium","Saw IV OST","Trapped","3:40","18","4",""
"Reel Big Fish","Turn The Radio Off","Trendy","2:24","15","4",""
"Tenacious D","Live at Brixton Academy","Tribute","5:57","11","4",""
"Tenacious D","Tenacious D","Tribute","4:07","9","5","thumbs-up"
"POMPEYA","Tropical","Tropical","6:15","12","4",""
"Beanie Siegel","ROH","The Truth [Kill Bill Intro]","4:25","7","4",""
"Justice","A Cross The Universe","TTHHEE PPAARRTTYY","2:47","26","4",""
"They Might Be Giants","AV Undercover: Season 2","Tubthumping","3:11","16","4",""
"Lynyrd Skynyrd","Gold And Platinum: The Very Best Of Lynyrd Skynyrd","Tuesday's Gone","7:33","12","4",""
"Kaskade with Rebecca & Fiona","TheBurningEar.com","Turn It Down (Le Castle Vania Remix)","6:50","36","5","thumbs-up"
"ZZ Top","100 Hits: Rock (Disc 1)","Tush","2:17","20","4",""
"The Doors","The Doors","Twentieth Century Fox","2:32","3","4",""
"KoЯn","See You On The Other Side","Twisted Transistor","4:13","17","4",""
"The Hives","Tyrannosaurus Hives","Two Timing Touch And Broken Bones","2:01","15","4",""
"Red Hot Chili Peppers","Greatest Hits (Red Hot Chili Peppers)","Under the Bridge","4:28","4","4",""
"Jack Off Jill","Clear Hearts Grey Flowers","Underjoyed","2:54","15","5","thumbs-up"
"Warpaint","The Fool","Undertow","5:54","10","4",""
"Warpaint","Live","Undertow","4:16","17","4",""
"Liam Lynch","United States of Whatever","United States of Whatever","2:07","21","4",""
"Red Hot Chili Peppers","By The Way","Universally Speaking","4:17","10","4",""
"Emilie Autumn","Laced/Unlaced - Unlaced","Unlaced","3:26","23","4",""
"Blue Smock Nancy","ROH","Unsettling Differences","2:31","42","4",""
"Mystery Skulls","Unstoppable","Unstoppable","3:41","12","4",""
"Regina Spektor","(500) Days of Summer OST","Us","4:49","22","4",""
"Kane","WWE","Veil Of Fire","3:53","1","4",""
"Lars Frederiksen & The Bastards","Viking","The Viking","5:06","12","4",""
"System of a Down","Mezmerize","Violent Pornography","3:32","11","4",""
"Sonic Boom Six","Sonic Boom Six","Virus","3:41","10","4",""
"Jack Off Jill","Clear Hearts Grey Flowers","Vivica","5:08","23","4",""
"Six Seconds Magic","6SM EP","VOICELESS","3:50","7","4",""
"Cheap Trick","How I Met Your Mother Season 1 OST","Voices","4:23","17","4",""
"Rev Theory/Randy Orton","WWE","Voices [Arena Edit]","3:10","20","4",""
"Innerpartysystem","Innerpartysystem Mixtape: Vol. 2- Winter 2009","Vol. 2- Winter 2009","27:15","6","4",""
"Jimi Hendrix","Experience Hendrix: The Best of Jimi Hendrix","Voodoo Child","5:13","29","5","thumbs-up"
"Jimi Hendrix/Jay-Z","Remix","Voodoo Problems","4:47","28","4",""
"The Prodigy/Beastie Boys","Remix","Voodoo Sabotage [Kleptones]","4:35","9","4",""
"MSTRKRFT","Fist of God","Vuvuvu","3:40","16","4",""
"Slipknot","Antennas To Hell","Wait And Bleed","2:28","7","4",""
"Slipknot","Antennas To Hell","Wait And Bleed","2:47","7","4",""
"Rage Against The Machine","Rage Against The Machine","Wake Up","6:04","9","4",""
"Arcade Fire","Funeral","Wake Up","5:36","9","4",""
"Hellsongs","Minor Misdemeanors","Walk","4:47","10","4",""
"Pantera","Far Beyond The Great Southern Cowboys' Vulgar Hits!","Walk","5:16","29","5","thumbs-up"
"The Hives","Tyrannosaurus Hives","Walk Idiot Walk","3:32","14","4",""
"The Offspring","Americana","Walla Walla","2:56","7","4",""
"The Offspring","Conspiracy Of One","Want You Bad","3:23","1","4",""
"Faith No More","The Real Thing","War Pigs","7:46","7","4",""
"Yellowcard","Ocean Avenue","Way Away","3:23","21","4",""
"12 Stones","WWE","We Are One [WWE Edit]","4:22","30","4",""
"Justice vs Simian","We Are Your Friends","We Are Your Friends","4:21","16","4",""
"Justice","A Cross The Universe","We Are Your Friends [Reprise]","3:43","12","4",""
"Faith No More","The Very Best Definitive Ultimate Greatest Hits Collection","We Care A Lot","4:04","15","4",""
"Jermaine Stewart","Scrubs Season 3 OST","We Don't Have To Take Our Clothes Off","4:49","27","5","thumbs-up"
"Stephie Coplan & the Pedestrians","Stephie Coplan & The Pedestrians EP","We Don't Need Much","3:07","12","4",""
"Kill Hannah","Unreleased Cuts 2000/2001","Welcome to Chicago, Motherfucker","3:12","13","4",""
"Guns N' Roses","Appetite For Destruction","Welcome to the Jungle","4:35","2","5","thumbs-up"
"Alestorm","Captain Morgan's Revenge","Wenches & Mead","3:43","26","4",""
"Sum 41","Chuck","We're All to Blame","3:39","2","4",""
"The Lonely Island","Turtleneck & Chain","We're Back","1:51","49","4",""
"The White Stripes","White Blood Cells","We're Going to Be Friends","2:23","9","4",""
"Nine Inch Nails","NINRemixes.com","We're In The Blurred Line Closer Now [Totom Remix]","6:23","22","5","thumbs-up"
"Warren Zevon","100 Hits: Rock (Disc 5)","Werewolves Of London","3:27","6","4",""
"The Les Claypool Frog Brigade","Purple Onion","Whamola","4:58","4","4",""
"Haddaway","Saints Row IV - The Mix 107.77","What Is Love","4:31","37","4",""
"Florence + The Machine","Ceremonials","What The Water Gave Me","5:34","8","4",""
"Florence + The Machine","Ceremonials","What The Water Gave Me (Demo)","3:54","5","4",""
"Stan Marsh, Kenny McKormick, Kyle Broflovski, Eric Cartman","South Park: Bigger, Longer & Uncut OST","What Would Brian Boitano Do?","1:34","4","4",""
"Bazaar Royale","Cradle To The Grave OST","What's It All For?","3:51","6","4",""
"Living Colour","Super Hits","What's Your Favorite Colour? (Theme Song)","3:56","28","4",""
"Bloc Party","Flux [Vinyl]","Where is Home? [Burial Remix]","5:34","18","4",""
"Sonic Boom Six","Arcade Perfect","While You Were Sleeping","3:35","12","4",""
"Skull Tape","TheBurningEar.com Best Covers of 2011","Whip My Hair (Drowning In Blood) (Willow Smith Cover)","5:34","25","4",""
"Metallica","Garage, Inc.","Whiskey In The Jar","5:05","56","5","thumbs-up"
"Sonic Boom Six","Covers","Whistle","4:01","10","4",""
"Billy Idol","Billy Idol","White Wedding","4:10","10","5","thumbs-up"
"Eminem","The Marshall Mathers LP","Who Knew","3:47","11","4",""
"The Lonely Island","Incredibad","Who Said We're Wack","1:17","18","4",""
"Led Zeppelin","Mothership","Whole Lotta Love","5:33","9","4",""
"Goldberg","WWE","Who's Next","3:21","16","4",""
"She & Him","Volume One","Why Do You Let Me Stay Here?","2:33","22","4",""
"She & Him","Volume One","Why Do You Let Me Stay Here?","2:33","21","4",""
"The Offspring","Americana","Why Don't You Get A Job","2:52","9","4",""
"American Bang","WWE","Wild and Young [NXT Edit]","3:44","16","4",""
"HIM","Dark Light","Wings of a Butterfly","3:32","10","4",""
"Nightwish","Once","Wish I Had An Angel","4:06","15","4",""
"Pendulum","Immersion","Witchcraft","4:13","18","4",""
"Rage Against The Machine","Evil Empire","Without A Face","3:37","17","4",""
"Roots Manuva","Skins The Soundtrack","Witness The Fitness","4:15","43","5","thumbs-up"
"C-Murder/Wolfpac","wCw - The Music of WCW","Wolfpac","2:25","6","4",""
"Wolfmother","Wolfmother","Woman","2:57","16","5","thumbs-up"
"Tenacious D","Tenacious D","Wonderboy","4:07","11","4",""
"Tenacious D","Live at Brixton Academy","Wonderboy","6:57","4","4",""
